match_id,match,selection,pfail_model,pfail_market,pfail_dc,haircut_base,haircut_early,haircut_total,risk_failure_component,risk_haircut_component,prudent_gate_surcharge,draw_watch_surcharge,gate_fail_surcharge,away_favorite_surcharge,fragility_status,fragility_level_surcharge,risk_score_before_cap,risk_score_final,risk_level,market_direction,protected_strength,draw_gate,p0_final,verdict,pdraw_model_raw,pdraw_model_after_haircut,pdraw_market,pdraw_adjusted
8555899,Maccabi Netanya vs Maccabi Tel Aviv,1X,0.4121022523,0.5815966127,0.5815966127,0.025,0.02,0.045,104.6873903,9,0,0,60,0,N/A,0,174,100,5,FAIL,FAIL,N/A,FAIL,NO BET,,,,
8555899,Maccabi Netanya vs Maccabi Tel Aviv,X2,0.3600102454,0.2108791413,0.3600102454,0.025,0.02,0.045,64.80184418,9,0,0,0,0,N/A,0,74,74,4,PASS,PASS,N/A,PASS,RIDICAT,,,,
8555899,Maccabi Netanya vs Maccabi Tel Aviv,12,0.2278875023,0.2075242459,0.2278875023,0.025,0.02,0.045,45.57750046,5.4,0,60,0,0,N/A,0,111,100,5,N/A,N/A,FAIL,FAIL,NO BET,0.2278875023,0.2728875023,0.2075242459,0.2728875023
8574387,Alverca vs Rio Ave FC,1X,0.3380732274,0.2341530252,0.3380732274,0.025,0.02,0.045,60.85318094,9,0,0,0,0,N/A,0,70,70,4,PASS,PASS,N/A,PASS,RIDICAT,,,,
8574387,Alverca vs Rio Ave FC,X2,0.4020129323,0.4903728276,0.4903728276,0.025,0.02,0.045,88.26710896,9,0,0,60,0,N/A,0,157,100,5,FAIL,FAIL,N/A,FAIL,NO BET,,,,
8574387,Alverca vs Rio Ave FC,12,0.2599138403,0.2754741473,0.2754741473,0.025,0.02,0.045,55.09482945,5.4,0,60,0,0,N/A,0,120,100,5,N/A,N/A,FAIL,FAIL,NO BET,0.2599138403,0.3049138403,0.2754741473,0.3049138403
8583486,İstanbul Başakşehir vs Gençlerbirliği,1X,0.2885530273,0.1718627966,0.2885530273,0.025,0.02,0.045,51.93954491,9,0,0,0,0,N/A,0,61,61,4,PASS,PASS,N/A,PASS,RIDICAT,,,,
8583486,İstanbul Başakşehir vs Gençlerbirliği,X2,0.4718580368,0.6098357297,0.6098357297,0.025,0.02,0.045,109.7704314,9,0,0,60,0,N/A,0,179,100,5,FAIL,FAIL,N/A,FAIL,NO BET,,,,
8583486,İstanbul Başakşehir vs Gençlerbirliği,12,0.2395889359,0.2183014737,0.2395889359,0.025,0.02,0.045,47.91778719,5.4,0,60,0,0,N/A,0,113,100,5,N/A,N/A,FAIL,FAIL,NO BET,0.2395889359,0.2845889359,0.2183014737,0.2845889359
8583547,Trabzonspor vs Galatasaray,1X,0.3631311651,0.453769559,0.453769559,0.025,0.02,0.045,81.67852063,9,0,0,60,0,N/A,0,151,100,5,FAIL,FAIL,N/A,FAIL,NO BET,,,,
8583547,Trabzonspor vs Galatasaray,X2,0.3905507076,0.2987197724,0.3905507076,0.025,0.02,0.045,70.29912736,9,0,0,0,0,N/A,0,79,79,4,PASS,PASS,N/A,PASS,RIDICAT,,,,
8583547,Trabzonspor vs Galatasaray,12,0.2463181273,0.2475106686,0.2475106686,0.025,0.02,0.045,49.50213371,5.4,0,60,0,0,N/A,0,115,100,5,N/A,N/A,FAIL,FAIL,NO BET,0.2463181273,0.2913181273,0.2475106686,0.2913181273
8555903,Hapoel Be'er Sheva vs Ironi Kiryat Shmona,1X,0.2988764569,0.1642129881,0.2988764569,0.025,0.02,0.045,53.79776224,9,0,0,0,0,N/A,0,63,63,4,PASS,PASS,N/A,PASS,RIDICAT,,,,
8555903,Hapoel Be'er Sheva vs Ironi Kiryat Shmona,X2,0.4737747763,0.627202385,0.627202385,0.025,0.02,0.045,112.8964293,9,0,0,60,0,N/A,0,182,100,5,FAIL,FAIL,N/A,FAIL,NO BET,,,,
8555903,Hapoel Be'er Sheva vs Ironi Kiryat Shmona,12,0.2273487668,0.2085846269,0.2273487668,0.025,0.02,0.045,45.46975337,5.4,0,60,0,0,N/A,0,111,100,5,N/A,N/A,FAIL,FAIL,NO BET,0.2273487668,0.2723487668,0.2085846269,0.2723487668
8419388,Gimnasia Mendoza vs Deportivo Riestra,1X,,0.2582168675,,0.025,0,0.025,,5,0,0,0,0,N/A,0,,,5,PASS,INPUT,N/A,INPUT,NO BET,,,,
8419388,Gimnasia Mendoza vs Deportivo Riestra,X2,,0.4065542169,,0.025,0,0.025,,5,0,0,0,0,N/A,0,,,5,FAIL,INPUT,N/A,INPUT,NO BET,,,,
8419388,Gimnasia Mendoza vs Deportivo Riestra,12,,0.3352289157,,0.025,0,0.025,,3,0,0,0,0,N/A,0,,,5,N/A,N/A,INPUT,INPUT,NO BET,,,0.3352289157,
8419459,Gimnasia La Plata vs Banfield,1X,,0.2169981917,,0.025,0,0.025,,5,0,0,0,0,N/A,0,,,5,PASS,INPUT,N/A,INPUT,NO BET,,,,
8419459,Gimnasia La Plata vs Banfield,X2,,0.5220012055,,0.025,0,0.025,,5,0,0,0,0,N/A,0,,,5,FAIL,INPUT,N/A,INPUT,NO BET,,,,
8419459,Gimnasia La Plata vs Banfield,12,,0.2610006028,,0.025,0,0.025,,3,0,0,0,0,N/A,0,,,5,N/A,N/A,INPUT,INPUT,NO BET,,,0.2610006028,
8555860,Beitar Jerusalem vs Hapoel Haifa,1X,0.3135154685,0.2217239309,0.3135154685,0.025,0.02,0.045,56.43278433,9,0,0,0,0,N/A,0,65,65,4,PASS,PASS,N/A,PASS,RIDICAT,,,,
8555860,Beitar Jerusalem vs Hapoel Haifa,X2,0.4538731002,0.5508669091,0.5508669091,0.025,0.02,0.045,99.15604365,9,0,0,60,0,N/A,0,168,100,5,FAIL,FAIL,N/A,FAIL,NO BET,,,,
8555860,Beitar Jerusalem vs Hapoel Haifa,12,0.2326114312,0.2274091599,0.2326114312,0.025,0.02,0.045,46.52228625,5.4,0,60,0,0,N/A,0,112,100,5,N/A,N/A,FAIL,FAIL,NO BET,0.2326114312,0.2776114312,0.2274091599,0.2776114312
8561285,Debrecen vs Vasas,1X,0.3379571205,0.348603352,0.348603352,0.025,0.02,0.045,62.74860335,9,10,0,0,0,N/A,0,82,82,5,PRUDENT,PASS,N/A,PRUDENT,WATCH,,,,
8561285,Debrecen vs Vasas,X2,0.4246886346,0.3947858473,0.4246886346,0.025,0.02,0.045,76.44395423,9,10,0,60,0,N/A,0,155,100,5,FAIL,PRUDENT,N/A,FAIL,NO BET,,,,
8561285,Debrecen vs Vasas,12,0.2373542449,0.2566108007,0.2566108007,0.025,0.02,0.045,51.32216015,5.4,0,60,0,0,N/A,0,117,100,5,N/A,N/A,FAIL,FAIL,NO BET,0.2373542449,0.2823542449,0.2566108007,0.2823542449
8565779,Grazer AK vs Austria Wien,1X,0.3135785013,0.3397683398,0.3397683398,0.025,0.02,0.045,61.15830116,9,10,0,0,0,N/A,0,80,80,4,PRUDENT,PASS,N/A,PRUDENT,RIDICAT,,,,
8565779,Grazer AK vs Austria Wien,X2,0.4363345543,0.3822393822,0.4363345543,0.025,0.02,0.045,78.54021977,9,10,0,60,0,N/A,0,158,100,5,FAIL,PRUDENT,N/A,FAIL,NO BET,,,,
8565779,Grazer AK vs Austria Wien,12,0.2500869445,0.277992278,0.277992278,0.025,0.02,0.045,55.5984556,5.4,0,60,0,0,N/A,0,121,100,5,N/A,N/A,FAIL,FAIL,NO BET,0.2500869445,0.2950869445,0.277992278,0.2950869445
8579574,CS U Craiova vs FCSB,1X,0.2350059675,0.2281105991,0.2350059675,0.025,0.02,0.045,42.30107416,9,0,0,0,0,N/A,0,51,51,3,PASS,PASS,N/A,PASS,MODERAT,,,,
8579574,CS U Craiova vs FCSB,X2,0.5176125593,0.5184331797,0.5184331797,0.025,0.02,0.045,93.31797235,9,0,0,60,0,N/A,0,162,100,5,FAIL,FAIL,N/A,FAIL,NO BET,,,,
8579574,CS U Craiova vs FCSB,12,0.2473814731,0.2534562212,0.2534562212,0.025,0.02,0.045,50.69124424,5.4,0,60,0,0,N/A,0,116,100,5,N/A,N/A,FAIL,FAIL,NO BET,0.2473814731,0.2923814731,0.2534562212,0.2923814731
8614541,Ascoli vs Avellino,1X,0.3257802476,0.2617704,0.3257802476,0.025,0.02,0.045,58.64044456,9,0,0,0,0,N/A,0,68,68,4,PASS,PASS,N/A,PASS,RIDICAT,,,,
8614541,Ascoli vs Avellino,X2,0.4010693424,0.4443712156,0.4443712156,0.025,0.02,0.045,79.9868188,9,0,0,60,0,N/A,0,149,100,5,FAIL,FAIL,N/A,FAIL,NO BET,,,,
8614541,Ascoli vs Avellino,12,0.27315041,0.2938583845,0.2938583845,0.025,0.02,0.045,58.7716769,5.4,0,60,0,0,N/A,0,124,100,5,N/A,N/A,FAIL,FAIL,NO BET,0.27315041,0.31815041,0.2938583845,0.31815041
8546200,Istra 1961 vs Gorica,1X,0.2755981056,0.2589417441,0.2755981056,0.025,0.02,0.045,49.607659,9,0,0,0,0,N/A,0,59,59,3,PASS,PASS,N/A,PASS,MODERAT,,,,
8546200,Istra 1961 vs Gorica,X2,0.4938296015,0.4745005782,0.4938296015,0.025,0.02,0.045,88.88932828,9,0,0,60,0,N/A,0,158,100,5,FAIL,FAIL,N/A,FAIL,NO BET,,,,
8546200,Istra 1961 vs Gorica,12,0.2305722929,0.2665576777,0.2665576777,0.025,0.02,0.045,53.31153555,5.4,0,60,0,0,N/A,0,119,100,5,N/A,N/A,FAIL,FAIL,NO BET,0.2305722929,0.2755722929,0.2665576777,0.2755722929
8547844,Ajax vs Excelsior,1X,0.3703267207,0.1123994638,0.3703267207,0.025,0.02,0.045,66.65880973,9,0,0,0,0,N/A,0,76,76,4,PASS,PASS,N/A,PASS,RIDICAT,,,,
8547844,Ajax vs Excelsior,X2,0.4388391668,0.740616622,0.740616622,0.025,0.02,0.045,133.310992,9,0,0,60,0,N/A,0,202,100,5,FAIL,FAIL,N/A,FAIL,NO BET,,,,
8547844,Ajax vs Excelsior,12,0.1908341125,0.1469839142,0.1908341125,0.025,0.02,0.045,38.16682249,5.4,0,35,0,0,N/A,0,79,79,5,N/A,N/A,WATCH,WATCH,WATCH,0.1908341125,0.2358341125,0.1469839142,0.2358341125
8551303,Metz vs Saint-Étienne,1X,0.3713658136,0.4607424442,0.4607424442,0.025,0.02,0.045,82.93363995,9,0,0,60,0,N/A,0,152,100,5,FAIL,FAIL,N/A,FAIL,NO BET,,,,
8551303,Metz vs Saint-Étienne,X2,0.3581348045,0.2656044678,0.3581348045,0.025,0.02,0.045,64.46426481,9,0,0,0,0,N/A,0,73,73,4,PASS,PASS,N/A,PASS,RIDICAT,,,,
8551303,Metz vs Saint-Étienne,12,0.270499382,0.273653088,0.273653088,0.025,0.02,0.045,54.73061761,5.4,0,60,0,0,N/A,0,120,100,5,N/A,N/A,FAIL,FAIL,NO BET,0.270499382,0.315499382,0.273653088,0.315499382
8550480,Motor Lublin vs Górnik Zabrze,1X,0.3590685101,0.4388344933,0.4388344933,0.025,0.02,0.045,78.9902088,9,0,0,60,0,N/A,0,148,100,5,FAIL,FAIL,N/A,FAIL,NO BET,,,,
8550480,Motor Lublin vs Górnik Zabrze,X2,0.3911899922,0.3015217648,0.3911899922,0.025,0.02,0.045,70.41419859,9,10,0,0,0,N/A,0,89,89,5,PRUDENT,PASS,N/A,PRUDENT,WATCH,,,,
8550480,Motor Lublin vs Górnik Zabrze,12,0.2497414977,0.2596437419,0.2596437419,0.025,0.02,0.045,51.92874838,5.4,0,60,0,0,N/A,0,117,100,5,N/A,N/A,FAIL,FAIL,NO BET,0.2497414977,0.2947414977,0.2596437419,0.2947414977
8559096,Maribor vs Aluminij,1X,,,,0.025,0.02,0.045,,9,0,0,0,0,N/A,0,,,5,INPUT,INPUT,N/A,INPUT,NO BET,,,,
8559096,Maribor vs Aluminij,X2,,,,0.025,0.02,0.045,,9,0,0,0,0,N/A,0,,,5,INPUT,INPUT,N/A,INPUT,NO BET,,,,
8559096,Maribor vs Aluminij,12,,,,0.025,0.02,0.045,,5.4,0,0,0,0,N/A,0,,,5,N/A,N/A,INPUT,INPUT,NO BET,,,,
8554528,Sion vs Zürich,1X,0.3418812234,0.1867852605,0.3418812234,0.025,0.02,0.045,61.5386202,9,0,0,0,0,N/A,0,71,71,4,PASS,PASS,N/A,PASS,RIDICAT,,,,
8554528,Sion vs Zürich,X2,0.4526137103,0.6226175349,0.6226175349,0.025,0.02,0.045,112.0711563,9,0,0,60,0,N/A,0,181,100,5,FAIL,FAIL,N/A,FAIL,NO BET,,,,
8554528,Sion vs Zürich,12,0.2055050664,0.1905972046,0.2055050664,0.025,0.02,0.045,41.10101327,5.4,0,35,0,0,N/A,0,82,82,5,N/A,N/A,WATCH,WATCH,WATCH,0.2055050664,0.2505050664,0.1905972046,0.2505050664
8572765,Dynamo Dresden vs Hertha BSC,1X,0.3800397568,0.3780050272,0.3800397568,0.025,0.02,0.045,68.40715623,9,0,0,60,0,N/A,0,137,100,5,FAIL,PASS,N/A,FAIL,NO BET,,,,
8572765,Dynamo Dresden vs Hertha BSC,X2,0.3955521862,0.3948052506,0.3955521862,0.025,0.02,0.045,71.19939351,9,10,0,60,0,N/A,0,150,100,5,FAIL,PRUDENT,N/A,FAIL,NO BET,,,,
8572765,Dynamo Dresden vs Hertha BSC,12,0.224408057,0.2271897222,0.2271897222,0.025,0.02,0.045,45.43794444,5.4,0,60,0,0,N/A,0,111,100,5,N/A,N/A,FAIL,FAIL,NO BET,0.224408057,0.269408057,0.2271897222,0.269408057
8545038,Venezia vs Lazio,1X,0.404498124,0.4658079218,0.4658079218,0.025,0.02,0.045,83.84542593,9,0,0,60,0,N/A,0,153,100,5,FAIL,FAIL,N/A,FAIL,NO BET,,,,
8545038,Venezia vs Lazio,X2,0.3470357365,0.2767038103,0.3470357365,0.025,0.02,0.045,62.46643257,9,0,0,0,0,N/A,0,71,71,4,PASS,PASS,N/A,PASS,RIDICAT,,,,
8545038,Venezia vs Lazio,12,0.2484661395,0.2574882679,0.2574882679,0.025,0.02,0.045,51.49765358,5.4,0,60,0,0,N/A,0,117,100,5,N/A,N/A,FAIL,FAIL,NO BET,0.2484661395,0.2934661395,0.2574882679,0.2934661395
8548609,Le Mans vs Lorient,1X,0.369105913,0.371817347,0.371817347,0.025,0.02,0.045,66.92712246,9,10,0,60,0,N/A,0,146,100,5,FAIL,PRUDENT,N/A,FAIL,NO BET,,,,
8548609,Le Mans vs Lorient,X2,0.3715974463,0.3547875449,0.3715974463,0.025,0.02,0.045,66.88754033,9,0,0,60,0,N/A,0,136,100,5,FAIL,PASS,N/A,FAIL,NO BET,,,,
8548609,Le Mans vs Lorient,12,0.2592966407,0.2733951081,0.2733951081,0.025,0.02,0.045,54.67902162,5.4,0,60,0,0,N/A,0,120,100,5,N/A,N/A,FAIL,FAIL,NO BET,0.2592966407,0.3042966407,0.2733951081,0.3042966407
8548625,Olympique Lyonnais vs Rennes,1X,0.3536736859,0.3235568087,0.3536736859,0.025,0.02,0.045,63.66126346,9,10,0,0,0,N/A,0,83,83,5,PRUDENT,PASS,N/A,PRUDENT,WATCH,,,,
8548625,Olympique Lyonnais vs Rennes,X2,0.3966777058,0.4393393923,0.4393393923,0.025,0.02,0.045,79.08109061,9,0,0,60,0,N/A,0,148,100,5,FAIL,FAIL,N/A,FAIL,NO BET,,,,
8548625,Olympique Lyonnais vs Rennes,12,0.2496486083,0.237103799,0.2496486083,0.025,0.02,0.045,49.92972166,5.4,0,60,0,0,N/A,0,115,100,5,N/A,N/A,FAIL,FAIL,NO BET,0.2496486083,0.2946486083,0.237103799,0.2946486083
8548626,Toulouse vs Le Havre,1X,0.327814791,0.2115019011,0.327814791,0.025,0.02,0.045,59.00666237,9,0,0,0,0,N/A,0,68,68,4,PASS,PASS,N/A,PASS,RIDICAT,,,,
8548626,Toulouse vs Le Havre,X2,0.4174038831,0.5346958175,0.5346958175,0.025,0.02,0.045,96.24524715,9,0,0,60,0,N/A,0,165,100,5,FAIL,FAIL,N/A,FAIL,NO BET,,,,
8548626,Toulouse vs Le Havre,12,0.2547813259,0.2538022814,0.2547813259,0.025,0.02,0.045,50.95626519,5.4,0,60,0,0,N/A,0,116,100,5,N/A,N/A,FAIL,FAIL,NO BET,0.2547813259,0.2997813259,0.2538022814,0.2997813259
8548634,Angers SCO vs Troyes,1X,0.3473722322,0.2920353982,0.3473722322,0.025,0.02,0.045,62.52700179,9,0,0,0,0,N/A,0,72,72,4,PASS,PASS,N/A,PASS,RIDICAT,,,,
8548634,Angers SCO vs Troyes,X2,0.3911338878,0.4247787611,0.4247787611,0.025,0.02,0.045,76.46017699,9,0,0,60,0,N/A,0,145,100,5,FAIL,FAIL,N/A,FAIL,NO BET,,,,
8548634,Angers SCO vs Troyes,12,0.26149388,0.2831858407,0.2831858407,0.025,0.02,0.045,56.63716814,5.4,0,60,0,0,N/A,0,122,100,5,N/A,N/A,FAIL,FAIL,NO BET,0.26149388,0.30649388,0.2831858407,0.30649388
8562299,Lommel United vs KV Mechelen,1X,,,,0.025,0.02,0.045,,9,0,0,0,0,N/A,0,,,5,INPUT,INPUT,N/A,INPUT,NO BET,,,,
8562299,Lommel United vs KV Mechelen,X2,,,,0.025,0.02,0.045,,9,0,0,0,0,N/A,0,,,5,INPUT,INPUT,N/A,INPUT,NO BET,,,,
8562299,Lommel United vs KV Mechelen,12,,,,0.025,0.02,0.045,,5.4,0,0,0,0,N/A,0,,,5,N/A,N/A,INPUT,INPUT,NO BET,,,,
8562303,RSC Anderlecht vs Zulte-Waregem,1X,0.2939253651,0.2102810599,0.2939253651,0.025,0.02,0.045,52.90656572,9,0,0,0,0,N/A,0,62,62,4,PASS,PASS,N/A,PASS,RIDICAT,,,,
8562303,RSC Anderlecht vs Zulte-Waregem,X2,0.4608947144,0.5274453105,0.5274453105,0.025,0.02,0.045,94.94015588,9,0,0,60,0,N/A,0,164,100,5,FAIL,FAIL,N/A,FAIL,NO BET,,,,
8562303,RSC Anderlecht vs Zulte-Waregem,12,0.2451799205,0.2622736296,0.2622736296,0.025,0.02,0.045,52.45472593,5.4,0,60,0,0,N/A,0,118,100,5,N/A,N/A,FAIL,FAIL,NO BET,0.2451799205,0.2901799205,0.2622736296,0.2901799205
8409647,Atlético Mineiro vs Chapecoense,1X,0.2269065303,0.1308378696,0.2269065303,0.025,0,0.025,40.84317546,5,0,0,0,0,N/A,0,46,46,3,PASS,PASS,N/A,PASS,MODERAT,,,,
8409647,Atlético Mineiro vs Chapecoense,X2,0.5457710305,0.6605056587,0.6605056587,0.025,0,0.025,118.8910186,5,0,0,60,0,N/A,0,184,100,5,FAIL,FAIL,N/A,FAIL,NO BET,,,,
8409647,Atlético Mineiro vs Chapecoense,12,0.2273224391,0.2086564717,0.2273224391,0.025,0,0.025,45.46448783,3,0,35,0,0,N/A,0,83,83,5,N/A,N/A,WATCH,WATCH,WATCH,0.2273224391,0.2523224391,0.2086564717,0.2523224391
8547688,Willem II vs Fortuna Sittard,1X,0.4392033826,0.3688747379,0.4392033826,0.025,0.02,0.045,79.05660887,9,0,0,60,0,N/A,0,148,100,5,FAIL,PASS,N/A,FAIL,NO BET,,,,
8547688,Willem II vs Fortuna Sittard,X2,0.3443760478,0.3806787295,0.3806787295,0.025,0.02,0.045,68.52217131,9,10,0,60,0,N/A,0,148,100,5,FAIL,PRUDENT,N/A,FAIL,NO BET,,,,
8547688,Willem II vs Fortuna Sittard,12,0.2164205696,0.2504465326,0.2504465326,0.025,0.02,0.045,50.08930652,5.4,0,60,0,0,N/A,0,115,100,5,N/A,N/A,FAIL,FAIL,NO BET,0.2164205696,0.2614205696,0.2504465326,0.2614205696
8570407,Sevilla FC vs FC Barcelona,1X,0.4466918285,0.7851908252,0.7851908252,0.025,0.02,0.045,141.3343485,9,0,0,60,0,N/A,0,210,100,5,FAIL,FAIL,N/A,FAIL,NO BET,,,,
8570407,Sevilla FC vs FC Barcelona,X2,0.3424795779,0.08708480061,0.3424795779,0.025,0.02,0.045,61.64632402,9,0,0,0,0,N/A,0,71,71,4,PASS,PASS,N/A,PASS,RIDICAT,,,,
8570407,Sevilla FC vs FC Barcelona,12,0.2108285936,0.1277243742,0.2108285936,0.025,0.02,0.045,42.16571873,5.4,0,35,0,0,N/A,0,83,83,5,N/A,N/A,WATCH,WATCH,WATCH,0.2108285936,0.2558285936,0.1277243742,0.2558285936
8584512,Cádiz vs Girona FC,1X,0.3730428155,0.4532600792,0.4532600792,0.025,0.02,0.045,81.58681425,9,0,0,60,0,N/A,0,151,100,5,FAIL,FAIL,N/A,FAIL,NO BET,,,,
8584512,Cádiz vs Girona FC,X2,0.3487344543,0.2692898117,0.3487344543,0.025,0.02,0.045,62.77220178,9,0,0,0,0,N/A,0,72,72,4,PASS,PASS,N/A,PASS,RIDICAT,,,,
8584512,Cádiz vs Girona FC,12,0.2782227302,0.2774501091,0.2782227302,0.025,0.02,0.045,55.64454604,5.4,0,60,0,0,N/A,0,121,100,5,N/A,N/A,FAIL,FAIL,NO BET,0.2782227302,0.3232227302,0.2774501091,0.3232227302
8574233,Sporting CP vs FC Arouca,1X,0.2941549914,0.07998251748,0.2941549914,0.025,0.02,0.045,52.94789846,9,0,0,0,0,N/A,0,62,62,4,PASS,PASS,N/A,PASS,RIDICAT,,,,
8574233,Sporting CP vs FC Arouca,X2,0.4813597535,0.7867132867,0.7867132867,0.025,0.02,0.045,141.6083916,9,0,0,60,0,N/A,0,211,100,5,FAIL,FAIL,N/A,FAIL,NO BET,,,,
