match_id,match,liga,selection,data_status,sample_status,prior_status,shrinkage_applied,p_model,p_market,delta_model_market_pp,p_scoreline,p_strength,p_market_component,p_scoreline_raw,p_strength_raw,n_current_home,n_current_away,n_prior_home,n_prior_away,weight_current,weight_prior,haircut_total,p_adj,scoreline_strength_gap,model_top1,market_top1,scoreline_top1,strength_top1,scoreline_raw_top1,strength_raw_top1,pdraw_model,pdraw_market,lambda_home_scoreline,lambda_away_scoreline,lambda_home_scoreline_raw,lambda_away_scoreline_raw
8572070,Amiens SC vs Orléans,France National,X2,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.6250345555,0.5729303548,5.21042007,0.6439238739,0.6393601194,0.5729303548,0.6568470351,0.5818892382,2,3,54,54,0.03571428571,0.9642857143,0.045,0.5800345555,0.004841801651,0.3749654445,0.4270696452,0.3583580336,0.3606398806,0.3462225469,0.4181107618,0.2858601864,0.2864651774,1.135053258,1.139650689,0.9858333333,0.9916666667
8572070,Amiens SC vs Orléans,France National,12,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.7141398136,0.7135348226,0.0604991029,0.7144341597,0.7141561126,0.7135348226,0.6893755117,0.6933277961,2,3,54,54,0.03571428571,0.9642857143,0.045,0.6691398136,0.004841801651,0.3749654445,0.4270696452,0.3583580336,0.3606398806,0.3462225469,0.4181107618,0.2858601864,0.2864651774,1.135053258,1.139650689,0.9858333333,0.9916666667
8572090,Concarneau vs Caen,France National,1X,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.6530572785,0.6910262724,-3.796899386,0.6412212009,0.63876044,0.6910262724,0.6054703477,0.5766949662,3,2,54,54,0.05263157895,0.9473684211,0.045,0.6080572785,0.003678138577,0.3707557859,0.4105731966,0.3587787991,0.36123956,0.3945296523,0.4233050338,0.2823014926,0.2804530758,1.158027882,1.15816886,1.508333333,1.573333333
8572090,Concarneau vs Caen,France National,X2,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.6292442141,0.5894268034,3.981741063,0.6412906381,0.6449687766,0.5894268034,0.6337122887,0.6898424975,3,2,54,54,0.05263157895,0.9473684211,0.045,0.5842442141,0.003678138577,0.3707557859,0.4105731966,0.3587787991,0.36123956,0.3945296523,0.4233050338,0.2823014926,0.2804530758,1.158027882,1.15816886,1.508333333,1.573333333
8572090,Concarneau vs Caen,France National,12,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.7176985074,0.7195469242,-0.1848416777,0.717488161,0.7162707833,0.7195469242,0.7608173636,0.7334625363,3,2,54,54,0.05263157895,0.9473684211,0.045,0.6726985074,0.003678138577,0.3707557859,0.4105731966,0.3587787991,0.36123956,0.3945296523,0.4233050338,0.2823014926,0.2804530758,1.158027882,1.15816886,1.508333333,1.573333333
8572102,Versailles vs Quevilly Rouen,France National,1X,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.680911341,0.7869822485,-10.60709075,0.6466411316,0.6433808524,0.7869822485,0.7012192086,0.6617355121,2,3,54,54,0.03571428571,0.9642857143,0.045,0.635911341,0.003260279261,0.4040940566,0.5325443787,0.3617996068,0.3602326341,0.4141995824,0.402658064,0.2768172844,0.2544378698,1.15064693,1.133610589,1.226666667,0.9958333333
8572102,Versailles vs Quevilly Rouen,France National,X2,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.5959059434,0.4674556213,12.84503221,0.6382003932,0.6397673659,0.4674556213,0.5858004176,0.597341936,2,3,54,54,0.03571428571,0.9642857143,0.045,0.5509059434,0.003260279261,0.4040940566,0.5325443787,0.3617996068,0.3602326341,0.4141995824,0.402658064,0.2768172844,0.2544378698,1.15064693,1.133610589,1.226666667,0.9958333333
8572102,Versailles vs Quevilly Rouen,France National,12,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.7231827156,0.7455621302,-2.237941459,0.7151584752,0.7168517818,0.7455621302,0.7129803738,0.7409225519,2,3,54,54,0.03571428571,0.9642857143,0.045,0.6781827156,0.003260279261,0.4040940566,0.5325443787,0.3617996068,0.3602326341,0.4141995824,0.402658064,0.2768172844,0.2544378698,1.15064693,1.133610589,1.226666667,0.9958333333
8572137,Rouen vs Aubagne,France National,1X,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.690987734,0.8114107202,-12.04229861,0.6500686572,0.6524029016,0.8114107202,0.812060681,0.8139547012,3,2,54,54,0.05263157895,0.9473684211,0.045,0.645987734,0.003611084979,0.4172293319,0.5718513647,0.3644849593,0.3680960443,0.5218721622,0.5606644313,0.2737584021,0.2395593555,1.151632206,1.122313596,1.300833333,0.6558333333
8572137,Rouen vs Aubagne,France National,X2,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.5827706681,0.4281486353,15.46220328,0.6355150407,0.6319039557,0.4281486353,0.4781278378,0.4393355687,3,2,54,54,0.05263157895,0.9473684211,0.045,0.5377706681,0.003611084979,0.4172293319,0.5718513647,0.3644849593,0.3680960443,0.5218721622,0.5606644313,0.2737584021,0.2395593555,1.151632206,1.122313596,1.300833333,0.6558333333
8572137,Rouen vs Aubagne,France National,12,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.7262415979,0.7604406445,-3.419904665,0.7144163021,0.7156931427,0.7604406445,0.7098114811,0.7467097302,3,2,54,54,0.05263157895,0.9473684211,0.045,0.6812415979,0.003611084979,0.4172293319,0.5718513647,0.3644849593,0.3680960443,0.5218721622,0.5606644313,0.2737584021,0.2395593555,1.151632206,1.122313596,1.300833333,0.6558333333
8572185,La Roche VF vs Valenciennes,France National,1X,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.658169998,0.6886270738,-3.045707582,0.6492018572,0.6456492037,0.6886270738,0.7555258543,0.7049094445,3,3,54,54,0.05263157895,0.9473684211,0.045,0.613169998,0.005427353651,0.3742629445,0.4039432556,0.3661786253,0.3607512717,0.5094973603,0.417868152,0.2839070535,0.2846838182,1.169868421,1.138684211,1.6375,1.055
8572185,La Roche VF vs Valenciennes,France National,X2,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.6257370555,0.5960567444,2.968031112,0.6338213747,0.6392487283,0.5960567444,0.4905026397,0.582131848,3,3,54,54,0.05263157895,0.9473684211,0.045,0.5807370555,0.005427353651,0.3742629445,0.4039432556,0.3661786253,0.3607512717,0.5094973603,0.417868152,0.2839070535,0.2846838182,1.169868421,1.138684211,1.6375,1.055
8572185,La Roche VF vs Valenciennes,France National,12,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.7160929465,0.7153161818,0.0776764705,0.7169767681,0.715102068,0.7153161818,0.7539715059,0.7129587075,3,3,54,54,0.05263157895,0.9473684211,0.045,0.6710929465,0.005427353651,0.3742629445,0.4039432556,0.3661786253,0.3607512717,0.5094973603,0.417868152,0.2839070535,0.2846838182,1.169868421,1.138684211,1.6375,1.055
8572208,Paris 13 Atletico vs Bourg-en-Bresse,France National,1X,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.6717341862,0.7394722182,-6.7738032,0.6507182994,0.6460279278,0.7394722182,0.8367485962,0.7110275279,3,2,54,54,0.05263157895,0.9473684211,0.045,0.6267341862,0.004690371652,0.383031965,0.4405059112,0.3651430206,0.3613359075,0.5676948571,0.4287994584,0.2887022212,0.298966307,1.152955827,1.121002506,1.4425,0.6333333333
8572208,Paris 13 Atletico vs Bourg-en-Bresse,France National,X2,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.616968035,0.5594940888,5.747394625,0.6348569794,0.6386640925,0.5594940888,0.4323051429,0.5712005416,3,2,54,54,0.05263157895,0.9473684211,0.045,0.571968035,0.004690371652,0.383031965,0.4405059112,0.3651430206,0.3613359075,0.5676948571,0.4287994584,0.2887022212,0.298966307,1.152955827,1.121002506,1.4425,0.6333333333
8572208,Paris 13 Atletico vs Bourg-en-Bresse,France National,12,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.7112977788,0.701033693,1.026408575,0.7144247212,0.7153079798,0.701033693,0.7309462608,0.7177719305,3,2,54,54,0.05263157895,0.9473684211,0.045,0.6662977788,0.004690371652,0.383031965,0.4405059112,0.3651430206,0.3613359075,0.5676948571,0.4287994584,0.2887022212,0.298966307,1.152955827,1.121002506,1.4425,0.6333333333
8572220,Le Puy F.43 Auvergne vs Villefranche,France National,1X,CRITICAL MISSING,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,,,,0.6531803564,0.6465368577,,0.8228262017,0.7177824861,2,3,54,54,0.03571428571,0.9642857143,0.045,,0.008533639611,,,0.3710187697,0.3624851301,0.6052600328,0.4485057038,,,1.184345238,1.135178571,1.919166667,0.93
8572220,Le Puy F.43 Auvergne vs Villefranche,France National,X2,CRITICAL MISSING,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,,,,0.6289812303,0.6375148699,,0.3947399672,0.5514942962,2,3,54,54,0.03571428571,0.9642857143,0.045,,0.008533639611,,,0.3710187697,0.3624851301,0.6052600328,0.4485057038,,,1.184345238,1.135178571,1.919166667,0.93
8572220,Le Puy F.43 Auvergne vs Villefranche,France National,12,CRITICAL MISSING,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,,,,0.7178384133,0.7159482724,,0.7824338311,0.7307232177,2,3,54,54,0.03571428571,0.9642857143,0.045,,0.008533639611,,,0.3710187697,0.3624851301,0.6052600328,0.4485057038,,,1.184345238,1.135178571,1.919166667,0.93
8420259,Brommapojkarna vs IFK Göteborg,Sweden Allsvenskan,1X,READY,VERIFIED,,NU,0.6299292022,0.5967654987,3.316370351,0.6699050842,0.5831411416,0.5967654987,0.6699050842,0.5831411416,10,10,168,168,1,0,0.025,0.6049292022,0.09405124161,0.3918046363,0.4032345013,0.4437835498,0.4168588584,0.4437835498,0.4168588584,0.2381245658,0.2668463612,1.8125,1.54,1.8125,1.54
8420259,Brommapojkarna vs IFK Göteborg,Sweden Allsvenskan,X2,READY,VERIFIED,,NU,0.6081953637,0.6700808625,-6.188549888,0.5562164502,0.6502676918,0.6700808625,0.5562164502,0.6502676918,10,10,168,168,1,0,0.025,0.5831953637,0.09405124161,0.3918046363,0.4032345013,0.4437835498,0.4168588584,0.4437835498,0.4168588584,0.2381245658,0.2668463612,1.8125,1.54,1.8125,1.54
8420259,Brommapojkarna vs IFK Göteborg,Sweden Allsvenskan,12,READY,VERIFIED,,NU,0.7618754342,0.7331536388,2.872179537,0.7738784657,0.7665911666,0.7331536388,0.7738784657,0.7665911666,10,10,168,168,1,0,0.025,0.7368754342,0.09405124161,0.3918046363,0.4032345013,0.4437835498,0.4168588584,0.4437835498,0.4168588584,0.2381245658,0.2668463612,1.8125,1.54,1.8125,1.54
8420360,Västerås SK vs Malmö FF,Sweden Allsvenskan,1X,READY,VERIFIED,,NU,0.6029923931,0.5681627517,3.482964142,0.6375479109,0.5687109989,0.5681627517,0.6375479109,0.5687109989,10,10,168,168,1,0,0.025,0.5779923931,0.06883691198,0.3970076069,0.4318372483,0.3829736371,0.4312890011,0.3829736371,0.4312890011,0.2501201665,0.2554530201,1.405,1.36,1.405,1.36
8420360,Västerås SK vs Malmö FF,Sweden Allsvenskan,X2,READY,VERIFIED,,NU,0.6471277734,0.6872902685,-4.016249508,0.6170263629,0.6671680993,0.6872902685,0.6170263629,0.6671680993,10,10,168,168,1,0,0.025,0.6221277734,0.06883691198,0.3970076069,0.4318372483,0.3829736371,0.4312890011,0.3829736371,0.4312890011,0.2501201665,0.2554530201,1.405,1.36,1.405,1.36
8420360,Västerås SK vs Malmö FF,Sweden Allsvenskan,12,READY,VERIFIED,,NU,0.7498798335,0.7445469799,0.5332853653,0.7454257262,0.7641209018,0.7445469799,0.7454257262,0.7641209018,10,10,168,168,1,0,0.025,0.7248798335,0.06883691198,0.3970076069,0.4318372483,0.3829736371,0.4312890011,0.3829736371,0.4312890011,0.2501201665,0.2554530201,1.405,1.36,1.405,1.36
8545044,Udinese vs Cagliari,Italy Serie A,1X,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.6445046462,0.7167018039,-7.219715764,0.6211319238,0.6190529336,0.7167018039,0.5440945997,0.5437944822,2,2,40,40,0.04761904762,0.9523809524,0.045,0.5995046462,0.002078990182,0.3872691219,0.4255824919,0.3788680762,0.3809470664,0.4559054003,0.4562055178,0.2572355243,0.291119312,1.460595238,1.469642857,1.1725,1.5325
8545044,Udinese vs Cagliari,Italy Serie A,X2,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.6127308781,0.5744175081,3.831337001,0.6251533433,0.6261993177,0.5744175081,0.7089860525,0.6887978507,2,2,40,40,0.04761904762,0.9523809524,0.045,0.5677308781,0.002078990182,0.3872691219,0.4255824919,0.3788680762,0.3809470664,0.4559054003,0.4562055178,0.2572355243,0.291119312,1.460595238,1.469642857,1.1725,1.5325
8545044,Udinese vs Cagliari,Italy Serie A,12,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.7427644757,0.708880688,3.388378763,0.7537147329,0.7547477488,0.708880688,0.7469193478,0.7674076671,2,2,40,40,0.04761904762,0.9523809524,0.045,0.6977644757,0.002078990182,0.3872691219,0.4255824919,0.3788680762,0.3809470664,0.4559054003,0.4562055178,0.2572355243,0.291119312,1.460595238,1.469642857,1.1725,1.5325
8545204,Bologna vs Torino,Italy Serie A,1X,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.6613171648,0.7658469748,-10.452981,0.6266739611,0.6260737624,0.7658469748,0.6645470199,0.693893057,2,2,40,40,0.04761904762,0.9523809524,0.045,0.6163171648,0.00152368934,0.4078730121,0.4903728276,0.3808809701,0.3793572808,0.4188375034,0.4275545711,0.2534441527,0.2754741473,1.478690476,1.461666667,1.5525,1.365
8545204,Bologna vs Torino,Italy Serie A,X2,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.5921269879,0.5096271724,8.249981545,0.6191190299,0.6206427192,0.5096271724,0.5811624966,0.5724454289,2,2,40,40,0.04761904762,0.9523809524,0.045,0.5471269879,0.00152368934,0.4078730121,0.4903728276,0.3808809701,0.3793572808,0.4188375034,0.4275545711,0.2534441527,0.2754741473,1.478690476,1.461666667,1.5525,1.365
8545204,Bologna vs Torino,Italy Serie A,12,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.7465558473,0.7245258527,2.202999454,0.754207009,0.7532835183,0.7245258527,0.7542904835,0.7336615141,2,2,40,40,0.04761904762,0.9523809524,0.045,0.7015558473,0.00152368934,0.4078730121,0.4903728276,0.3808809701,0.3793572808,0.4188375034,0.4275545711,0.2534441527,0.2754741473,1.478690476,1.461666667,1.5525,1.365
8560479,Pardubice vs Bohemians 1905,Czech Republic First League,1X,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.6795017506,0.7516167665,-7.211501585,0.6724514682,0.6214872997,0.7516167665,0.6884946133,0.5962301954,3,4,63,63,0.04545454545,0.9545454545,0.045,0.6345017506,0.05324772189,0.4298438056,0.4886227545,0.4280000632,0.3785127003,0.4422559672,0.4037698046,0.249657945,0.262994012,1.579501428,1.352964793,1.581666667,1.289166667
8560479,Pardubice vs Bohemians 1905,Czech Republic First League,X2,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.5701561944,0.5113772455,5.877894891,0.5719999368,0.6252476587,0.5113772455,0.5577440328,0.6608850013,3,4,63,63,0.04545454545,0.9545454545,0.045,0.5251561944,0.05324772189,0.4298438056,0.4886227545,0.4280000632,0.3785127003,0.4422559672,0.4037698046,0.249657945,0.262994012,1.579501428,1.352964793,1.581666667,1.289166667
8560479,Pardubice vs Bohemians 1905,Czech Republic First League,12,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.750342055,0.737005988,1.333606694,0.7555485951,0.7532650417,0.737005988,0.7537613539,0.7428848033,3,4,63,63,0.04545454545,0.9545454545,0.045,0.705342055,0.05324772189,0.4298438056,0.4886227545,0.4280000632,0.3785127003,0.4422559672,0.4037698046,0.249657945,0.262994012,1.579501428,1.352964793,1.581666667,1.289166667
8560583,Mladá Boleslav vs Zbrojovka Brno,Czech Republic First League,1X,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.6666986808,0.6885496183,-2.185093755,0.6768756094,0.6244938859,0.6885496183,0.7931268025,0.6491410103,3,3,63,63,0.04545454545,0.9545454545,0.045,0.6216986808,0.05393365783,0.4173109194,0.425648855,0.4325094935,0.3785758356,0.562689177,0.4079927097,0.2493877614,0.2629007634,1.587054924,1.340464015,1.800833333,0.9958333333
8560583,Mladá Boleslav vs Zbrojovka Brno,Czech Republic First League,X2,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.5826890806,0.574351145,0.8337935588,0.5674905065,0.6214241644,0.574351145,0.437310823,0.5920072903,3,3,63,63,0.04545454545,0.9545454545,0.045,0.5376890806,0.05393365783,0.4173109194,0.425648855,0.4325094935,0.3785758356,0.562689177,0.4079927097,0.2493877614,0.2629007634,1.587054924,1.340464015,1.800833333,0.9958333333
8560583,Mladá Boleslav vs Zbrojovka Brno,Czech Republic First League,12,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.7506122386,0.7370992366,1.351300197,0.755633884,0.7540819497,0.7370992366,0.7695623745,0.7588516994,3,3,63,63,0.04545454545,0.9545454545,0.045,0.7056122386,0.05393365783,0.4173109194,0.425648855,0.4325094935,0.3785758356,0.562689177,0.4079927097,0.2493877614,0.2629007634,1.587054924,1.340464015,1.800833333,0.9958333333
8578088,Líšeň vs Slovan Liberec,Czech Republic First League,1X,CRITICAL MISSING,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,,,,0.6514337231,0.6101822499,,0.3329133484,0.3957676808,4,4,63,63,0.05970149254,0.9402985075,0.045,,0.0425107461,,,0.4062734074,0.3898177501,0.6670866516,0.6042323192,,,1.536016791,1.405867537,0.8925,2.1775
8578088,Líšeň vs Slovan Liberec,Czech Republic First League,X2,CRITICAL MISSING,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,,,,0.5937265926,0.6362373387,,0.8582642407,0.8245248616,4,4,63,63,0.05970149254,0.9402985075,0.045,,0.0425107461,,,0.4062734074,0.3898177501,0.6670866516,0.6042323192,,,1.536016791,1.405867537,0.8925,2.1775
8578088,Líšeň vs Slovan Liberec,Czech Republic First League,12,CRITICAL MISSING,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,,,,0.7548396843,0.7535804114,,0.8088224109,0.7797074576,4,4,63,63,0.05970149254,0.9402985075,0.045,,0.0425107461,,,0.4062734074,0.3898177501,0.6670866516,0.6042323192,,,1.536016791,1.405867537,0.8925,2.1775
8614421,Palermo vs Calcio Padova,Italy Serie B,1X,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.6947422842,0.8212290503,-12.64867661,0.6602239162,0.637292254,0.8212290503,0.7607640095,0.7133660081,2,2,40,40,0.04761904762,0.9523809524,0.045,0.6497422842,0.02369001994,0.4371064378,0.5865921788,0.3951745308,0.3714845108,0.5241489553,0.4640617354,0.2576358464,0.2346368715,1.344761905,1.22702381,1.74,1.0975
8614421,Palermo vs Calcio Padova,Italy Serie B,X2,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.5628935622,0.4134078212,14.9485741,0.6048254692,0.6285154892,0.4134078212,0.4758510447,0.5359382646,2,2,40,40,0.04761904762,0.9523809524,0.045,0.5178935622,0.02369001994,0.4371064378,0.5865921788,0.3951745308,0.3714845108,0.5241489553,0.4640617354,0.2576358464,0.2346368715,1.344761905,1.22702381,1.74,1.0975
8614421,Palermo vs Calcio Padova,Italy Serie B,12,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.7423641536,0.7653631285,-2.299897487,0.7349506146,0.7341922568,0.7653631285,0.7633849458,0.7506957272,2,2,40,40,0.04761904762,0.9523809524,0.045,0.6973641536,0.02369001994,0.4371064378,0.5865921788,0.3951745308,0.3714845108,0.5241489553,0.4640617354,0.2576358464,0.2346368715,1.344761905,1.22702381,1.74,1.0975
8614483,Cremonese vs Virtus Entella,Italy Serie B,1X,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.668587344,0.7487758225,-8.018847854,0.6475382818,0.6304969897,0.7487758225,0.5096250714,0.5789609787,2,2,40,40,0.04761904762,0.9523809524,0.045,0.623587344,0.01729129289,0.3991862547,0.4671002295,0.3823120273,0.3695030103,0.4903749286,0.4210390213,0.2694010893,0.281675593,1.319404762,1.255952381,1.2075,1.705
8614483,Cremonese vs Virtus Entella,Italy Serie B,X2,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.6008137453,0.5328997705,6.791397487,0.6176879727,0.6349792655,0.5328997705,0.7291844421,0.6683997883,2,2,40,40,0.04761904762,0.9523809524,0.045,0.5558137453,0.01729129289,0.3991862547,0.4671002295,0.3823120273,0.3695030103,0.4903749286,0.4210390213,0.2694010893,0.281675593,1.319404762,1.255952381,1.2075,1.705
8614483,Cremonese vs Virtus Entella,Italy Serie B,12,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.7305989107,0.718324407,1.227450367,0.7347737455,0.7345237447,0.718324407,0.7611904864,0.752639233,2,2,40,40,0.04761904762,0.9523809524,0.045,0.6855989107,0.01729129289,0.3991862547,0.4671002295,0.3823120273,0.3695030103,0.4903749286,0.4210390213,0.2694010893,0.281675593,1.319404762,1.255952381,1.2075,1.705
8614489,Carrarese vs Benevento,Italy Serie B,1X,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.6371169702,0.6109860423,2.613092789,0.6535454386,0.6303909613,0.6109860423,0.6980428062,0.5712069336,2,1,40,40,0.04761904762,0.9523809524,0.045,0.5921169702,0.02315447726,0.3668116589,0.3890139577,0.3861935311,0.3696090387,0.377326269,0.4287930664,0.2703053113,0.2796037821,1.311210801,1.227256098,1.0025,0.8625
8614489,Carrarese vs Benevento,Italy Serie B,X2,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.6331883411,0.6686177398,-3.542939871,0.6138064689,0.6365226866,0.6686177398,0.622673731,0.7033739084,2,1,40,40,0.04761904762,0.9523809524,0.045,0.5881883411,0.02315447726,0.3668116589,0.3890139577,0.3861935311,0.3696090387,0.377326269,0.4287930664,0.2703053113,0.2796037821,1.311210801,1.227256098,1.0025,0.8625
8614489,Carrarese vs Benevento,Italy Serie B,12,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.7296946887,0.7203962179,0.9298470812,0.7326480925,0.7330863521,0.7203962179,0.6792834629,0.725419158,2,1,40,40,0.04761904762,0.9523809524,0.045,0.6846946887,0.02315447726,0.3668116589,0.3890139577,0.3861935311,0.3696090387,0.377326269,0.4287930664,0.2703053113,0.2796037821,1.311210801,1.227256098,1.0025,0.8625
8546364,Septemvri Sofia vs Botev Plovdiv,Bulgaria First League,1X,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.6248630358,0.472168906,15.26941299,0.6998595266,0.6275641843,0.472168906,0.6765161691,0.5937522004,4,4,63,63,0.05970149254,0.9402985075,0.045,0.5798630358,0.07642880691,0.3751369642,0.527831094,0.4443387619,0.3724358157,0.4304881556,0.4062477996,0.2545055821,0.2473265698,1.497313433,1.184104478,1.5675,1.3275
8546364,Septemvri Sofia vs Botev Plovdiv,Bulgaria First League,X2,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.6296425463,0.7751576638,-14.55151175,0.5556612381,0.6320900451,0.7751576638,0.5695118444,0.6607025789,4,4,63,63,0.05970149254,0.9402985075,0.045,0.5846425463,0.07642880691,0.3751369642,0.527831094,0.4443387619,0.3724358157,0.4304881556,0.4062477996,0.2545055821,0.2473265698,1.497313433,1.184104478,1.5675,1.3275
8546364,Septemvri Sofia vs Botev Plovdiv,Bulgaria First League,12,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.7454944179,0.7526734302,-0.7179012357,0.7444792353,0.7403457707,0.7526734302,0.7539719865,0.7455452207,4,4,63,63,0.05970149254,0.9402985075,0.045,0.7004944179,0.07642880691,0.3751369642,0.527831094,0.4443387619,0.3724358157,0.4304881556,0.4062477996,0.2545055821,0.2473265698,1.497313433,1.184104478,1.5675,1.3275
8571624,Voitsberg vs Austria Salzburg,Austria 2. Liga,1X,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.683159578,0.7078651685,-2.47055905,0.7055657838,0.613641576,0.7078651685,0.5816362664,0.5461879627,3,3,48,48,0.05882352941,0.9411764706,0.045,0.638159578,0.09566578464,0.4410493916,0.4382022472,0.4738870346,0.386358424,0.4183637336,0.4538120373,0.2421101864,0.2696629213,1.776078431,1.357254902,1.203333333,1.413333333
8571624,Voitsberg vs Austria Salzburg,Austria 2. Liga,X2,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.5589506084,0.5617977528,-0.2847144403,0.5261129654,0.62177875,0.5617977528,0.6795774989,0.6820180335,3,3,48,48,0.05882352941,0.9411764706,0.045,0.5139506084,0.09566578464,0.4410493916,0.4382022472,0.4738870346,0.386358424,0.4183637336,0.4538120373,0.2421101864,0.2696629213,1.776078431,1.357254902,1.203333333,1.413333333
8571624,Voitsberg vs Austria Salzburg,Austria 2. Liga,12,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.7578898136,0.7303370787,2.755273491,0.7683212508,0.764579674,0.7303370787,0.7387862347,0.7717940039,3,3,48,48,0.05882352941,0.9411764706,0.045,0.7128898136,0.09566578464,0.4410493916,0.4382022472,0.4738870346,0.386358424,0.4183637336,0.4538120373,0.2421101864,0.2696629213,1.776078431,1.357254902,1.203333333,1.413333333
8571853,Sturm Graz II vs Wacker Innsbruck,Austria 2. Liga,1X,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.6463336552,0.5425742574,10.37593978,0.7141761125,0.6144081385,0.5425742574,0.7444667178,0.5593763864,3,3,48,48,0.05882352941,0.9411764706,0.045,0.6013336552,0.1060862118,0.4135149405,0.4574257426,0.4850651596,0.3855918615,0.519852234,0.4406236136,0.2328187147,0.2376237624,1.81627451,1.348431373,1.886666667,1.263333333
8571853,Sturm Graz II vs Wacker Innsbruck,Austria 2. Liga,X2,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.5864850595,0.695049505,-10.85644455,0.5149348404,0.6210210522,0.695049505,0.480147766,0.6699354454,3,3,48,48,0.05882352941,0.9411764706,0.045,0.5414850595,0.1060862118,0.4135149405,0.4574257426,0.4850651596,0.3855918615,0.519852234,0.4406236136,0.2328187147,0.2376237624,1.81627451,1.348431373,1.886666667,1.263333333
8571853,Sturm Graz II vs Wacker Innsbruck,Austria 2. Liga,12,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.7671812853,0.7623762376,0.4805047685,0.7708890472,0.7645708093,0.7623762376,0.7753855163,0.7706881683,3,3,48,48,0.05882352941,0.9411764706,0.045,0.7221812853,0.1060862118,0.4135149405,0.4574257426,0.4850651596,0.3855918615,0.519852234,0.4406236136,0.2328187147,0.2376237624,1.81627451,1.348431373,1.886666667,1.263333333
8572293,Eintracht Frankfurt vs Freiburg,Germany Bundesliga,1X,READY,SMALL SAMPLE,PRIOR / SHRINKAGE,DA,0.6674289153,0.6544471154,1.298179992,0.7112142075,0.5928401308,0.6544471154,0.4262475027,0.4007357777,1,1,27,27,0.03571428571,0.9642857143,0.045,0.6224289153,0.1253716115,0.4539623491,0.4056490385,0.5118573231,0.4071598692,0.5737524973,0.5992642223,0.2134665662,0.2487980769,2.294553571,1.709642857,1.2475,2.12
